@relation "myrelation"
@attribute txt string
@attribute classatr {positive,negative,neutral}

@data'
'MarzhSultanbay @DanaTlegenova Марж не смотрелавот и интересно) столько говорилистыдно смотрет даже((', positive
'RT @Nyambana @mglbayas Та ч азтай юмаа 14801750 оны хооронд 4060 мянган шулмыг шатаасан гэж байна шд p #joke', positive
'RT @Onegai Защитим уникальные тексты вместе с Яндексом http//tco/4JFjoUJMrQ ну и новый скетч в придачу )', positive
'RT @ormonti @ormonti Коекто засветился в @ONEMAGkg ) @AtaiFromKG http//tco/C5eAwpBMKp', positive
'RT @pandaveta Нормас посидела в художке 3  пришла домой вся изрисованная D', positive
'RT @pharaon01 OMG сто лет сто зим )) RT @Elisavetatheone у @arlspb новая жена  http//tco/YcHtAKiXhH', positive
'RT @pizacuxy Играй как мужчина выигрывай как женщина ) gogogo Move on', positive
'RT @pocajesipa RT @GKseniya Представьте сидите вы дома себе ночью занимаетесь своими делами И тут к вам в квартиру заходит какаято Диана D', positive
'RT @prostozaebis ТЕБЕ КУКУРУЗУ И ТЕБЕ КУКУРУЗУ ВСЕМ КУКУРУЗЫ! (с) Хрущев D', positive
'RT @qazan Хочу такую жену чтобы помогать ей готовиться к ЕГЭ Второгодницам прошу не писать! )', positive
'RT @quantizer Ребята помогите @abetka собрать данные для дипломного проекта заполните простую анкету ) https//tco/Jfn5VHajl1', positive
'RT @romamoroz @Drozdovskynext @romamoroz Те внедряешь новые технологии правильного роста?) пробую Сбрил я их не в тех местах', positive
'RT @RomaTweetcorn Мне кажется что скоро я сорвусь и покончу с этим миром людьми и со всем что меня окружает и просто уйду один далеко )', positive
'RT @RusaAtSteK Няша? ) http//tco/qbgvRRVx', positive
'RT @sanekm80 бомжей нет баксов нет чистота!!! данунах )', positive
'RT @Shando90210 @ShannenIsIdeal удачи )', positive
'RT @Shlegel Депутат предложил запретить доллары США в РФ http//tco/xzCn1QCEuh Михаил @degtyarevinfo жжёт напалмом! )', positive
'RT @skyrock24 Классные были выходные ) спасибо Сэм что не кусался', positive
'RT @SofiZotova тогда мне нужно тренироваться в два раза усерднее ибо което должен соснуть )', positive
'RT @SRostovtseva сегодня @DisaKrylov объяснил чем отличаются девушки от блядских баб педовоктеперь знаем )', positive
'RT @StasWise62 @AngeFil @kristies24 ахахаххаD уже?D', positive
'RT @sutudoho Как можно хотеть уехать из России? У нас чудесная страна!???? Конечно есть огромные недостатки но все же! Россия зашибись ? )', positive
'RT @sweetsoann @Gulyalove1 конечно )) куда он денется ) в рааамочке', positive
'RT @TanyGasm Кому сигну из школы ? #rt приду всем отправлю )', positive
'RT @Tea1Dlove @KoteechkaAnn как спалось? )', positive
'RT @Tea1Dlove @KoteechkaAnn мне просто замечательно снился конец света классный сон хочу сказать D а тебе? с', positive
'RT @Tele2KZ По сообщению вицеминистра транспорта и коммуникаций цены на сотовую связь в РК были снижены благодаря Tele2 RT ) http//tco/rcpGSoc0q', positive
'RT @TommyJoeRattlif Вот за что я люблю Твиттер за то что здесь говори какие хочешь слова плачь высказывайся а на это всем похНу вот за это я л', positive
'RT @TommyJoeRattlif Ну раз я Томми тогда я люблю пиво девушекДа кого я обманываю??? Я Томми Джо  Самый добрый милый ласковый и я вообще пуп з', positive
'RT @tonymark Добрый деньМне надо ошейник какойнибудь с камнями/Простите но это книжная лавка/Ошейник надоПричем тут книги Тут я немного а**л ', positive
'RT @torry2201 спасибо #1D за уважение в глазах декана D', positive
'RT @travelerscoffee Интересно может быть вместо утроденьвечер так и говорить Кострома–Новосибирск–Владивосток? )', positive
'RT @TraxniNebo Мне снилась @KateRomanoava и как мы ездили в метро 3 и проезд был там 9 рублей D', positive
'RT @TsogtgerelB Ашиг сонирхолын з?рчлийн тухай хууль гэж юу гэсэн ?г юм бэ? Г?йээ яахавдээ Х?ний нохой идхээр ??рийн нохой идээ л гж байгаан  ))', positive
'RT @turubar FBшное тупо поржать пост @Sonyrus и его перевод @ErArKh ) http//tco/86P1WhVOPp', positive
'RT @tweetax @SergNice доброе утро другая страна )', positive
'RT @tweetax друзья у кого из вас много живых взаимных фолловеров? признавайтесь буду заимствовать )', positive
'RT @utopia66 @KateBro69 А ЧЕГО Ж ЭТО ДНИЩЕ??? Я НАОБОРОТ БЕЛАРУСЬ ЛЮБЛЮ3 ЭТО ХОРОШАЯ СТРАНА!)', positive
'RT @utopia66 @KateBro69 АААКРУУТО33 ЯКСТАТИС КИЕВА*^* ТЫ ЧЕГО ТУДА ЕЗДИЛА? )', positive
'RT @utopia66 @KateBro69 АХАХАХДАААОБЯЗАТЕЛЬНО!!!)  АГАСПАСИБО3 У НАС ТАК ТОЛЬКО ВЕСНОЙ ХОРОШОD ТЫ ОТКУДА?', positive
'RT @Vademza @KadnikovAl меня также не радует такая фраза от стоматологов и прочих врачей доктрров )', positive
'RT @vbrest Доброе утро друзья! Не забыли ли вы за время выходных где работаете? )', positive
'RT @vecoxopi RT @qafuvoho RT @kibarele RT @tahygoxup RT @xajolosa @Stereowind А у нас Симпсоны Футурама и Гриффины по 16 рейтинг имеют D', positive
'RT @ViktoriSobol @Efremovajulia1 вот так мы и учим билеты D', positive
'RT @vikysya951 Жизнь боль D', positive
'RT @Violochko Счастье  это когда ты делаешь людей счастливыми ))) http//tco/moT2NeWl90', positive
'RT @vkontakte Известная актриса Саша Грей теперь ВКонтакте http//tco/Gma6OymREW и http//tco/LTYwaRWBYk @SashaGrey VK! Ive arrived )', positive
'RT @vladlyla Суперова група ^^ всім #раджу ) http//tco/XtyCh8c9', positive
'RT @wylsacom Внезапно! Надоел iPhone ( http//tco/kI1NzFfhgK С вас лайк и ретвит )', positive
'RT @xak5151 Миний охин ээждээ терсен едреер нь математикийн олимподоос менген  медалаар бэлэг барилаа ))))))) http//tco/uC98Z0lJNs', positive
'RT @xpinjection @MisterSKEPTIC @gAmUssA на днях опубликует Мы так увлеклись что даже 2 вопроса не обсудили )', positive
'RT @yuvelirfans Сова  это признак не только мудрости но и правильного стиля девушки ) Украшения с совой ищи в #Marmalato!&ltbr vk', positive
'RT @YYezicheva смотрю любимого кевина )', positive
'RT @fider Прчина твоего не прихода в школу все бесит Лось?D', positive
'RT @littlebro @svetajance мой любимый урок проебаная школа называется D', positive
'RT @MOPKOBKA @KoteechkaAnn @elsieeetw  D если что поделишьсяD', positive
'RT @MOPKOBKA @KoteechkaAnn @elsieeetw  а потом мы уедем навсегда в Лондон и Лепс с Тимати будут нервно курить в сторонке!D', positive
'RT @MOPKOBKA @KoteechkaAnn @elsieeetw  йооо D крутой планище', positive
'RT @MOPKOBKA @KoteechkaAnn @elsieeetw  Только мне чур Гарри или Зину или Луи или Найл кто будет кароче D зе енд я люблю вассс', positive
'RT @screamscream Ходили с @heartformonster в лабиринт страха ) Я там реально чуть не укакалась со страху Чувакпростичто тебе в ухо кричала  Аза', positive
'RT @Vika @AnnieBeeBee Ах сори сори D не прочитала D', positive
'SHINHWAs 11th  THE CLASSICThis LoveMV Teaser http//tco/43KlxAOT1d еще чутьчуть подождать** а венеру мы так и не доучили D', positive
'princessjus photo http//tco/E1noURPdWu любит себя )', positive
'А в моем окне цветет груша ) http//tco/uPlCgM9kOm', positive
'А если бы я вовремя пошла к врачу у меня бы не было сейчас проблемы с лёгкими D Это мне на будущее а то корчу из себя железную)', positive
'А жизнь все равно в шоколаде пускай на данный момент и в горьком )', positive
'А нет всё норм )', positive
'А тепер всі дружно @CrystAlina  @ValeryGolovlyov  написали дякую @TweetYura )', positive
'А физры не будет )))', positive
'А что будет завтра? )', positive
'А что школьники сегодня учатся? Оо вот неудачники ) даже мы 6 дней подряд гуляем)', positive
'А я сегодня весь день учусь с @aMiRWesT98 своим )', positive
'Ааа на пятюню сдала рада очень теперь к русичу готовиться надо )', positive
'АААААА БЛЯ ЧТО ВЫ ТВОРИТЕ?!D https//tco/jywZojtQla #яумер', positive
'Аленке уже 17 Старушка теперь!!!))', positive
'Англ кр я в твіттері D', positive
'Англ  5 История  4 Два экзамена сдал )', positive
'Арабские СМИ сообщают что комплексы С300 уже поставлены в Сирию Отошла коту масленица D', positive
'Атлетико Мадрид 12 Барселона  З хорошие моиD   Поздравляю с победой в Ла Лиге )', positive
'Ахах вот что мне выдал Гугл D http//tco/KXwOKQLgrx', positive
'Ахах жироплюйка специально для тебя до 11 буду учиться D', positive
'Ахаха а это я со своей курочкой ) @malininaaa1 люблю тебя твой Кузьмич 3 http//tco/ONpaK0QiRf', positive
'Ахахаучителка самые дешевые конфеты купила D', positive
'ахахах Серёжу откинуло D', positive
'ахахах хотела ударить Саню но он все сделал за меня! D', positive
'Ахахаха @Timoha ахуевает ахахаха D http//tco/A6Ll5MmFzi', positive
'Ахахахахахахахахаха навязываешься так беспалевно D', positive
'ахаххахаха аня сломала об меня линейку а потом и мою D http//tco/ZCxb7eOGeK', positive
'аххахгде я? D)', positive
'бабушка  наркоман D', positive
'Байж болох хамгийн сайхан романтик амьдралургуулж болох хамгийн сайхан цэцэгсийг сонгуулийн ?еэр л бидний чихэн дээр уршуулах юм д?? )))', positive
'Бег и спорт вообще творит чудеса После тренировок организм будто становится моложе Огромная разница — до и после )', positive
'Бедная алинкавсе у неё листочки выспрашивают )', positive
'Без комментариев )))) http//tco/UeASPFCpEg', positive
'Безумно рада за @ReginaHahalina прям на душе так хорошо молодцы )', positive
'Би твиттерт нэгдлээ D', positive
'Билеты все сделала теперь с Соболевой по скайпу пиздим D', positive
'Блин а было офигенно Я хочу зомби апакалипсис D Бегать по всей школе в испугену классно)', positive
'бляяну и хуету ты написалD', positive
'бляяя реально выходные удались!! вчера была настальжди в гостях у диждея моего детства!!! D', positive
'Боксёра каждый может обидетьно не каждый успевает извиниться  )', positive
'буду ждать письмо от @KsuskaxD 3 таааак  жду D', positive
'Будь активен в том что приближает тебя к цели Живи до конца )', positive
'Бывают же такие замечательные дни когда с утра успеваешь сделать все что хотела и даже чуть больше! )', positive
'Было еще много всякого но почемуто очень статичного и абстрактного не запомнил все эти чувствамыслиобразы Доброго дня )', positive
'бясалгаж бхдаа бурханд дурлачдаг бхг?й юу даа )) @Skymanlai', positive
'В 1200 совещание Посмотрим что скажут! )', positive
'в автобусе смотрели пошлые фильмы с учителями D', positive
'В БаракДаше настолько офигенно что даже без бармена народ бухает D', positive
'в гардеробе испугался  пусто так тапок много на полках уже начал думать  а не перепутал ли я чего? а нет зашел в офис  все на месте )', positive
'В гугле ввожу сколько стоит д он выдает сколько стоит дырокол Эшелон ты ли это? D', positive
'в магазине сказали спасибо что без сдачи и дали горячую еду вместо холоднойнастроение улучшается D', positive
'В мордельник!!! D   @Wybies надо Валентину в мордельник D', positive
'В Москве 28 праздники закончились! Возвращаемся в обычный ритм жизни!!!)', positive
'в нашем колхозе с бахаи напряжно )) если только в сети поискать я по религиозной самоидентификации когдато… http//tco/4SYMAywNdN', positive
'в основном фотки с NU`EST D их так многоно мне жалко удалять', positive
'В очереди за Америкой )', positive
'в половину бренчать начну на пианино D #папабудетзлым', positive
'В универе сказали что я не мог родится 9 мая и это фейк )  мне норм', positive
'Ваще за краской пошел )))', positive
'Велосипедиста легко даже в метро отличить  правая штанина закатана до колена ) Вчера удалось подкачать заднее колесо )', positive
'Веселая и тупая это одно и то же D', positive
'Веснааа) Меня разрывает от любви ко всем и вся!)', positive
'Витя уснул и дергается во сне D', positive
'Внезапно друг женится %) Купил билеты до Ирка ждите в гости )', positive
'внезапно родилась идея трафарета Лютому привет ))))) если сегодня быстро выполню работу  распечатаю загатовку', positive
'вот блять пуся D', positive
'Вот всегда бы так  пришел из отпуска а на работе уже готовый проект который надо только перевести в PDF D', positive
'вот и кончились эти прекрасные каникулы ))) ВСЕМ РАБОТАТЬ!', positive
'Вот она идеальная женщина по мнению мужчин D http//tco/sTX4VSHx4j', positive
'Вот спасибо друзьяна досуге есть что послушать D', positive
'Вот такое кофе нужно что бы привести себя в порядок после майских! ) http//tco/eMxCzw1O6c', positive
'Вот такую свору увидела в чьемто авто Представила  едешь а они все тебе кивают D http//tco/chRGlq6FTy', positive
'вот что получилось D http//tco/mMrwhgK6Tc', positive
'Вот это Паша  мы катнули ) http//tco/uttpaN61Zy', positive
'Вот я и смеюсь над ними они на Пмж ну их не видно как так на этап уехали? )', positive
'Воу воу) меня упоминул в твитте сам Кристиан Грей!)', positive
'Впервые за много лет поиграли в вышибалу D', positive
'Впервые я наслаждаюсь утром понедельника А все почему? А все потому что все идут в школу а я сижу в деревне Ехехех) Доброе утро всем )', positive
'Время сладостей и сувениров )', positive
'Все девочки хотели стать стилистами моделями и тп а @KHASANGALINA телохранителем D кажется я знаю куда тебе идти после 11ого D', positive
'Все за каникулы так изменилисьне узнаю никого!КТО ЭТИ ЛЮДИ?!КУДА ОНИ ДЕЛИ МОИХ ОДНОГРУППНИКОВ!?D', positive
'Все купили для женского счастья D', positive
'Все парни любят играть в лапту лап вон эту лап вон ту ) http//tco/rD16Wpw2GZ', positive
'все пошла на остановку )', positive
'все просыпают сегодня а я бля наоборот  встала раньше D', positive
'Все самое любимое ) http//tco/1uzbErAwlE', positive
'Все сидят в школе а я в гараже Ахаха P', positive
'Всем доброго утра )', positive
'Всем доброго утра и отличного настроения! Просыпайтесь ) http//tco/VmrRlERRal', positive
'Всем доброго утра и удачного дня!  Выходные закончились будем поработать )', positive
'Всем доброго утречка и бодрой недели!)))', positive
'Всем доброе утро! ) /  / А это тест драйв наших наклеек! )) http//tco/5hpLhYxiSC', positive
'Всем Доброе утро) Я просто убитый после этой ночкиВераВарган И так же )', positive
'Всем доброе!  Хочу спать но надо вставать! )', positive
'Всем легкой и продуктивной недели ) http//tco/vu5pydM8c0', positive
'Всем отличного дня! Рассказывайте  как провели майские праздники? Ждем ваши комментарии http//tco/vIx9gqACOG ) http//tco/teWbTfE56g', positive
'Всем привет )', positive
'Всем Привет))  удачного дня) у меня день начался с получения грамоты)', positive
'всем утранарод о/   сижу на урокекак идиот D', positive
'Всем утро )', positive
'Всех с началом рабочей недели ) С сегодняшнего дня в @Pervayasmena новая игра Клёвое дело! Приз  надувная лодка!', positive
'ВСЯ КАРАМЕЛЬ БЫЛА В ШОКЕ ОТ ТОГО КАК Я СКАКАЛА ОТ РАДОСТИ А ПРОДАВЩИЦЫ ЕЩЕ МИНУТ 5 ПОТОМ КОСО СМОТРЕЛИ D', positive
'Выдвигаюсь на помощь )', positive
'Выпьем няня где же СТАКАН! D', positive
'Выступили  по соцпрактике )', positive
'Выходные закончились настало время для серьезной работы Поздравляем всех с началом настоящей рабочей недели! ) http//tco/ZbyaCqXwdg', positive
'Вычеркнуть бы эту неделю и проснуться во вторниквсе контрольные позадиДз неттеплоТренировкиМиша  наконецто приедет )', positive
'ГАДААДЫН ИРГЭНИЙ ЭРХ З?ЙН БАЙДЛЫН ТУХАЙ МОНГОЛ УЛСЫН ХУУЛИАС иш татан та б?хэнд толилуулав hehe copypas )', positive
'где и мои поздравляшки?D', positive
'Главное не напоминать мне о T&ampS А так всё отлично! )', positive
'Голосуем!) Мы же не хотим чтоб наша Демичка продула?)** http//tco/EOJ5YIWbzb', positive
'Гоу хоум! D', positive
'Гыгыгыгыгы по инету фотка пошла гулять! Блеать! ))))))) http//tco/IWIoZjfCRj', positive
'Да еще в силу спонтанности выхода их дома я оказалась на улице с иголкой в ушах и с карандашом в волосах )', positive
'Да здравствуют тазики и ковшики D  дожить бы до 17', positive
'Да Притом лучше взять сразу несколько и поставить у каждого )', positive
'ДаПоле таких праздников будни начинаются нереально сурово )', positive
'Давно я так не улыбалась!)', positive
'Два последних билета дописала в шпаргалку ) теперь буду сидеть повторять так то вроде когда пишу всё запоминается', positive
'Две недели до конца школы а я всё D Короче до субботы меня точно не выпишут) как бы не получилось так что я вовсе отучила свое))', positive
'Девочки кому не хватает внимания идите работать в военный госпитальоно вам будет гарантированно D', positive
'Дейка стоит возле доскихаха делает умный вид)', positive
'делать зарядку под харрикейн  эпично)) Впечатление что душа щас из тела выйдет D', positive
'делаю доклад про мемориальные памятники и тут вспомнила  Прокопьев 3 штуки Саша лол D', positive
'День ретвитов объявляю открытым )', positive
'Депутат предложил запретить доллары США в РФ http//tco/xzCn1QCEuh Михаил @degtyarevinfo жжёт напалмом! )', positive
'Депутаты ЛДПР предлагает запретить на территории России оборот и хранение $ Может оно и правильно)', positive
'Детишек чемуто инструктируют на станции усадив на пол Рассказали подняли ушли ) мы приехали в… http//tco/RAb8cGyqV4', positive
'Джастин Тимберлейк едет в турне и выпускает новый альбом! Ждите вторую часть «The 20/20 Experience» до конца года ) http//tco/nPXcCAT23E', positive
'Джульетта такая шлюха D', positive
'Дима месяц консультировался у меня онЛайн С 80 до 70 кг ) #mycoach #fit #diet #health #lifestyle http//tco/r0ziKpKEuJ', positive
'Диплом за один день! Поехали! )))', positive
'До лета осталось 3 понедельника )) потерпите еще не много Всем удачной  теплой недели ! )', positive
'До начала лета осталось 19 дней!  / Хорошего начала рабочей недели ) http//tco/NDXnHNa1u2', positive
'Добро утро народ ) Набираем обороты ) http//tco/iGHSV5Hw1b', positive
'Доброго ранку друзі! Вдалого дня! ) http//tco/GQvfUfHqYc', positive
'Доброго утра и отличного дня друзья! Вливаемся в работу! )', positive
'Доброе утро ) всем хорошо дня ) http//tco/JBAXgAPTEe', positive
'Доброе утро всем ) Сходила утром в ателье отнести платье!', positive
'доброе утро мои замечательные! )', positive
'Доброе утро офисный лук ! ) http//tco/gXtDk8F7bJ', positive
'Доброе утро твиттер )', positive
'Доброе утро! ) всем отличного настроения!', positive
'Доброе утро! Я безумно счастлив что эти праздники наконецто закончились! Всем продуктивной недели )', positive
'Доброе утро) врач отменяется еду к Ване D', positive
'Доброе утро друзья! Не забыли ли вы за время выходных где работаете? )', positive
'Доброе утро друзья! Прекрасного вам дня! ) http//tco/j5e6Fy4ezS', positive
'Доброе утро прекрасный мир )', positive
'Добрый день! ) http//tco/J4zOmEV2SK', positive
'Добрый деньМне надо ошейник какойнибудь с камнями/Простите но это книжная лавка/Ошейник надоПричем тут книги Тут я немного а**л ))', positive
'дождиккажется я промокну D #дождик', positive
'докатилась Решетова такие сны ей сняться D', positive
'Долги клиентов и просрочки платежей бодрят однако держат в тонусе Спасибо тебе любимый клиент )', positive
'доча разбушевалась D щас хуем пугать буду', positive
'Друзья как ваши выходные? Удались? Соскучились по ласкам понедельника? )', positive
'Друзья может быть у когонибудь есть книга Gone with the wind (Унесенные ветром)? Готов купить )', positive
'друзья у кого из вас много живых взаимных фолловеров? признавайтесь буду заимствовать )', positive
'Думала на 1 урок прийти в школу Пришла  отправили в платье и на каблуках в столовую дежурить )', positive
'Егор уговаривает меня гулять в то время когда я сплю на парте ) ахахах после месяца безделия непривычно тут Заберии меняя (', positive
'Едем в Любань ! )', positive
'Единственная учительница которая интересуется как у меня дела )', positive
'Еенас закрыли в раздевалке 9 класс D', positive
'елку в школе наряжают для малышей а больше всего веселятся и дурачатся возле нее старшеклассники ) #RUFF', positive
'Если бы Тарантино снял звездные войны) http//tco/h6ZhhhYgd5', positive
'Если не спится  считайте до трех ну мааксимум до полчетвертого )', positive
'Если плохо едет значит телка D', positive
'ехуууу Россия 31 Словакия Россия в четвертьфинале Словакия в пролете ))) Радулов и Ковальчук просто АААААААААААА ) жаль Сёмы не было (', positive
'Ещё на счет тёлок его всю дорогу подкалывала сказалесли ещё что нибудь заякнусь про каких нибудь телок то он обидется или ударит мне D', positive
'Еще один #успех в моей жизни! D Птичка #AngryBirds Спасибо #гипермаркет #Окей за это! http//tco/4HK6Wc94S7 http//tco/JfzkqPt6Gi', positive
'еще))) http//tco/whd2YHv2Jc', positive
'Жа?адан к?ш жинап ж?мыс?а кірістік! ??дай ?аласа жа?ын арада жа?сы жобалар жары? к?реді! )', positive
'Ждем @justinbieber ) чтобы он еще раз приехал  в Росиию  я думаю ему в России  понравилось )))) http//tco/Jif57nAdP1', positive
'Ждем автобуса ))) но на работу сегодня не охота P', positive
'Желаем хорошего рабочего понедельника! Надеемся все отдохнули и набрались сил чтобы приналечь сегодня на работу ) http//tco/5QYGjPkOOB', positive
'Железный Паша D', positive
'Жизнь боль D', positive
'Жиргэх ?? яах уу гэж жиргэнэ ээ )', positive
'Жительница Калифорнии села в тюрьму чтобы избавиться от никотиновой зависимости /  / главное желание D / #Тюм http//tco/7e48ZFh5WS', positive
'З Днем народження @AlexPikaso радість моя )', positive
'за 2 недели на учебе появилась только 3 раза D', positive
'За уши не оттащишь Тем более сама роллерша в шлеме ) http//tco/E7qAteV0Mr', positive
'за эти выходные я еще ни разу не выспалась) не удивительно', positive
'Забираю себе ) http//tco/9pZ31EZ6FS', positive
'заблокировал какогото шавку )!  /  / пошёл ты нахуй педераст )!  /  / смерть! всем жыдокоммунистам )!', positive
'Завтра Родительский День!))  ВСЕХ С НАСТУПАЮЩИМ СОБЫТИЕМ)) НЕ ЗАБЫВАЙТЕ О СВОИХ РОДИТЕЛЯХ ЛЮБИТЕ И ЦЕНИТЕ ИХ))))) http//tco/h9A7OmxmTX', positive
'Завтра экзамен а у нас даже допуска на него нет D', positive
'загрузила в свой плэй лист новые песенки думаю что в школе успею послушать их )', positive
'Заебали уже оба D', positive
'Заехал помыть машину Комплекс 400р А то давно не мыл и салон не чистил ))) #авто #автомойка #ярославль http//tco/sC6KCUzamH', positive
'Замечательно только мы можем играть в карты на литературе )', positive
'Замечательное утро и настроение )', positive
'зато мне дали место в бизнесе это чтоб я не плакала )))', positive
'зато причесалась D', positive
'зачем брать самые скучные главы? я хочу обсуждать Аннушку которая уже разлила масло D', positive
'Зашла в салон распечатать отчёт а тут такие очереди! D #сессия', positive
'Звоню по программе Карта Киянина дура какая то трубку снялаи фамилию 5 раз спрашивала )', positive
'Зеленый чай зовет меня)', positive
'Злым людям так и хочется спеть Только от жизни от жизни собачей собака бывает кусачей )', positive
'Зм красавец в вдв попал Братан шуму наведи и покажичто в Кумертауровные пацики есть D', positive
'И ещеспасибо Маше что наконецто принесла книгу ) Правда @Marussia714 спасибо 3', positive
'И на русском мы сильно упоролись D Вот правдане хватало', positive
'И пятерочка по программированию отправляется ко мне в зачетку!)', positive
'И самой девушки ) RT @DJFateh Конкурс Miss Azerbaijan  это когда букет в руках девушки красивее короны и сертификата', positive
'Игорек привез из Украины ) прям как в лагере ))) #универ http//tco/uw7duN7oKu', positive
'из сладких грез  в рабочую реальность ) http//tco/e17LK75KtV', positive
'Икеевские пончики по 5 рублей  это просто сказка какая то )', positive
'или к черту все эти телефоны )', positive
'Именно для таких игр как с Кубанью и нужны абонементы Не для дерби нет Парадокс )', positive
'Интересно ) сколько гитар у меня уже было и пианино было ну а где это сейчас ? Наверное осталось там где я был наивным ребенком', positive
'интереснопочему человек с которым никак не общаемся снится мне каждую ночьможет потому что я о нем думаю постоянно?)', positive
'Ираны ер?нхийл?гчийн сонгууль 6р сарын 14 болох б?г??д 686 х?н нэрээ дэвш??лэхээр б?ртг??лсэн гэнэ )', positive
'Итальянский на физике D', positive
'Ищу чегонибудь интимного! (работу НЕ предлагать))))', positive
'К тому же был полностью серого цвета Меня душат а я ехидно скалюсь то еще зрелище D Все убежали', positive
'Каждое утро  не просто утро ))))', positive
'Каждый раз разбирая свой гардероб я понимаю КАК много у меня вещейно почему 80% из них я не ношу? и почему мне постоянно нечего одеть?D', positive
'Как всегда проспала пришла ко 2ому Люблю себя D', positive
'как вы думаетечто я сейчас ем? D', positive
'Как Вы там после праздников?) печенки живы?', positive
'Как происходят солнечные затмения http//tco/9J281sRgGw Обязательно нажмите кнопку «Показать все траектории» там мимими шарик )', positive
'Как прошли ваши майские выходные? Чем занимались? ) На снимке озеро Луиз Канада http//tco/KTCSPEc8EM', positive
'Как хорошокогда утром никуда идти не нужно ) Красота!милого отправила на работу и спать)', positive
'Какая прелесть! Звезды лажают ))) http//tco/UjZmvelM05', positive
'Какой однако хороший день )', positive
'Какойто день #нереальнокрутойсегодня D', positive
'Какойто пробкой от вазы обтирается D', positive
'Капец что у нас тут на русском творится )', positive
'Катаюсь по центру города ) люди обгоняют а мне больше 40 км/ч нельзя (', positive
'Классные были выходные ) спасибо Сэм что не кусался', positive
'Клоун ученик превзошёл учителя D Серёжка приезжай давай я очень соскучился', positive
'когда очень любишь геометрию D http//tco/UmNOwzmRfD', positive
'когда ты знаешь что Кроган может переебать тебя одним ударом насмерть ты ссышь его больше чем стремных моментов в ужастиках D #ОНБЫСТРЫЙ', positive
'Когда урок закончится???D', positive
'Кожаные трулики D', positive
'Команда упоротых дружков D', positive
'Конференцию #РБА2013 открыл хор ) http//tco/xuZGKETfwu', positive
'Крача привет )', positive
'Крутой электро самокат  это razor e300 Разгоняется до 25 км в час можно ездить по лужам ну и в метро тоже можно с ним )', positive
'Ксюша психанула на алгебре D http//tco/3hKrBd2KX4', positive
'Кто босс? Я босс D http//tco/WuQaTqRoRm', positive
'Кто все эти люди которые пишут мне поздравления? Почему я их не помню? D', positive
'Кто вчера пропустил  моя гордость ) http//tco/Pq1KCXUa4C Выступление дочки на фестивале электронной музыки', positive
'кто же еще как не Миша исполнит роль ЦаревичаКоролевича?)', positive
'Кто нибудь хочет фенечку?)', positive
'Ладно вот одно машинное фото Но на этом уже точно конец ) http//tco/1aFY2n5fXn', positive
'ладнопойду поглазею ))', positive
'Лайк лайк лалалайк лайк лайк лайк лайк лалайк лайк лалалайкD', positive
'лал зачем нужна Аня? а да точно  для того чтобы у тебя были фотки D', positive
'Легкого Вам понедельника и успешной недели! )))', positive
'Лежу и смотрю Мишки Гамми D Детство вспоминается)', positive
'лис извращуга D', positive
'лох дважды D', positive
'лохууушка ты ёбаная )', positive
'люблю ничего не делать )', positive
'Майские удались! ) Купальный и вело сезон открыты а теперь снова за работу! )', positive
'мамочка сводила чонопа к любимым гамбургерам D', positive
'Маркина я тебя люблю D', positive
'Мать и сын ) http//tco/jB4nFuTx9s', positive
'Маш нарийн тайлбарласан байна ) хэрэгжvvлээрэй ) http//tco/pvm36OrR5v', positive
'меня выписааалиии !!! )', positive
'Меня нарисовали правда не очень то я и похож да и кепка не та Но все равно приятно Спасибо ) #HeelAdder http//tco/Nbo25pLAqK', positive
'Меня послала нахуй лучшая подруга! заебись )', positive
'Меня спросили по истории )', positive
'Меня уже даже учительница язвой назвала )', positive
'Мешаю спать зайцу ))', positive
'милый такой )', positive
'Мини завтрак )) http//tco/jm5zILCyZ9', positive
'Миний охин ээждээ терсен едреер нь математикийн олимподоос менген  медалаар бэлэг барилаа ))))))) http//tco/uC98Z0lJNs', positive
'МоЩные выходные!!!! )))) #камушка На работе как будто из отпуска', positive
'МужчинаЛЕВ познакомиться с девушкой желательно РАКОМD ', positive
'Нaнa?нaнa? D', positive
'На важной встрече D http//tco/AWvqVKnxUn', positive
'На главпочтамте скинула в почтовый ящик 2 конвертика и 3 открытки D #хобби #даДаДа', positive
'На Лангкави 32 море как парное молоко но волны А так все прекрасно! Цены радуют ) Утка в китайском ресторане божественна!', positive
'На нас еще так тегнологичка посмотрела вошли двоеа вышла одна D', positive
'На ней я буду играть как хочу )', positive
'На пост #президент #Иран претендуют 686 человек Избирательный бюллетень будет наверное в виде книги )', positive
'На следующий год поеду в евротур ) 8 дней 4 города )обязательно', positive
'На съемке ))) @ Хабар агентство http//tco/YUkBG9hhQI', positive
'На уроке D http//tco/VCAFSgATVH', positive
'Навернле приняли меня за какуюто ебнутую истеричку D', positive
'Надеемся что вы хорошо отдохнули на майские праздники! )', positive
'Надела платье и каблуки хоть один день буду девушкой )', positive
'надеюсь все получится )', positive
'надеюсь никто не видел твит про 90 минут D', positive
'Надеюсь ОВ Проверит экзамен спустя год ) )', positive
'Надо все помыть вот какие одеть завтра даже не знаю ? ) http//tco/Fn5AB9Zdw8', positive
'надо же еще есть люди у которых на первом месте дррузья )', positive
'Надо хоть одеться D', positive
